chapter_num,status_simple,v2_lc,v2_idx,v2_text,v1_lc,v1_idx,v1_text,dist
10,new,16,76,Why is it necessary to convert `continent_of_origin` to a factor when preparing the `coffee_data` data frame for regression analysis? - A. To allow the regression model to interpret `continent_of_origin` as a numerical variable. - B. To create dummy variables that represent different categories of `continent_of_origin`. - C. To reduce the number of observations in the dataset. - D. To ensure the variable is included in the correlation matrix.,NA,NA,NA,0.9
10,new,17,81,What is the purpose of creating a scatterplot matrix in the context of multiple linear regression? - A. To identify outliers that need to be removed from the dataset. - B. To test for normality of the residuals. - C. To examine linear relationships between all variable pairs and identify multicollinearity among regressors. - D. To determine the appropriate number of dummy variables.,NA,NA,NA,0.9
10,new,18,86,"In the multiple regression model for the `coffee_data`, what is the role of dummy variables for `continent_of_origin`? - A. They are used to predict the values of the numerical regressors. - B. They modify the intercept based on the specific category of `continent_of_origin`. - C. They serve to test the independence of residuals. - D. They indicate which observations should be excluded from the model.",NA,NA,NA,0.9
10,new,19,91,"Why is it essential to know that the estimators ($b_0, b_1, \dots, b_p$) in multiple linear regression are unbiased? - A. It ensures that the variance of the estimators is always zero. - B. It means that, on average, the estimators will equal the true population parameters they estimate. - C. It implies that the estimators have a standard error of zero. - D. It suggests that the regression model will always have a perfect fit.",NA,NA,NA,0.9
10,new,20,96,"Why do the least-squares estimates of coefficients change when different sets of regressors are used in multiple linear regression? - A. Because the coefficients are recalculated each time, irrespective of the regressors. - B. Because the residuals are always zero when regressors are changed. - C. Because the value of each coefficient depends on the specific combination of regressors included in the model. - D. Because all models with different regressors will produce identical estimates.",NA,NA,NA,0.9
10,new,21,101,"How is a 95% confidence interval for a coefficient in multiple linear regression constructed? - A. By using the point estimate, the critical value from the t-distribution, and the standard error of the coefficient. - B. By taking the standard deviation of the coefficients only. - C. By resampling the data without replacement. - D. By calculating the mean of all the coefficients.",NA,NA,NA,0.9
10,new,22,106,What does the ANOVA test for comparing two models in multiple linear regression evaluate? - A. Whether all regressors in both models have the same coefficients. - B. Whether the reduced model is adequate or if the full model is needed. - C. Whether the residuals of the two models follow a normal distribution. - D. Whether the regression coefficients of one model are unbiased estimators.,NA,NA,NA,0.9
10,new,23,111,"Why might one prefer to use simulation-based methods (e.g., bootstrapping) for inference in multiple linear regression? - A. Because simulation-based methods require larger sample sizes than theory-based methods. - B. Because simulation-based methods are always faster to compute than theory-based methods. - C. Because simulation-based methods guarantee the correct model is used. - D. Because simulation-based methods do not rely on the assumptions of normality or large sample sizes.",NA,NA,NA,0.9
10,new,24,116,What is the purpose of constructing a bootstrap distribution for the partial slopes in multiple linear regression? - A. To replace the original data with random numbers. - B. To approximate the sampling distribution of the partial slopes by resampling with replacement. - C. To calculate the exact values of the coefficients in the population. - D. To test if the model assumptions are violated.,NA,NA,NA,0.9
10,new,25,121,"If a 95% confidence interval for a partial slope in multiple linear regression includes 0, what does this suggest about the variable? - A. The variable does not have a statistically significant relationship with the response variable. - B. The variable is statistically significant. - C. The variable's coefficient estimate is always negative. - D. The variable was removed from the model during bootstrapping.",NA,NA,NA,0.9
10,new,26,126,"In hypothesis testing for the partial slopes using permutation tests, what does it mean if an observed test statistic falls far to the right of the null distribution? - A. The variable is likely to have no effect on the response. - B. The null hypothesis should be accepted. - C. The variable is likely statistically significant, and we should reject the null. - D. The observed data should be discarded.",NA,NA,NA,0.9
11,new,1,1,"Check that the LINE conditions are met for inference to be made in this Seattle house prices example with `price_interaction <- lm(log10_price ~ log10_size * condition, data = house_prices)`.",NA,NA,NA,0.9
11,edited,2,6,"Repeat the regression modeling in Subsection \@ref(house-prices-regression) and the prediction making you just did on the house of condition `r ex_condition` and size `r ex_size` square feet in Subsection \@ref(house-prices-making-predictions), but using the parallel slopes model you visualized in Figure \@ref(fig:house-price-parallel-slopes).",1,1,"Repeat the regression modeling in Subsection \@ref(house-prices-regression) and the prediction making you just did on the house of condition `r ex_condition` and size `r ex_size` square feet in Subsection \@ref(house-prices-making-predictions), but using the parallel slopes model you visualized in Figure \@ref(fig:house-price-parallel-slopes). Show that it's `r 10^5.72 %>% dollar()`!",0.023494690443458074
11,new,3,11,Interpret the results of the other rows in terms of inference in the `get_regression_table(price_interaction)` output in Table \@ref(tab:seattle-interaction) that we did not interpret in Subsection \@ref(house-prices-inference-for-regression).,NA,NA,NA,0.9
11,new,4,16,"Create, visualize, and interpret confidence intervals using both theory-based and simulation-based approaches to mirror the hypothesis testing done in Subsection \@ref(house-prices-inference-for-regression).",NA,NA,NA,0.9
11,edited,5,21,What date between 1994 and 2003 has the fewest number of births in the US? What story could you tell about why this is the case?,2,6,What date between 1994 and 2003 has the fewest number of births in the US? What story could you tell about why this is the case?,0.048
